id,hic_lab_or,hic_tp_pct,hic_tp_cat,hic_tp_num,hic_p_tn,hic_np_tn,hic_pp_tn,area_ha,id_pk,HIC_1,HIC_2,hic_num_t,HIC_3,HIC_4,HIC_5,HIC_6,area_m2,NOMBRE_HUM,COD_IHA
169173,"2230_30,2210_30,14100_20,14200_5","1420_5,1410_20,2230_30,2210_30","1420,1410,2230,2210",4,0,4,2,510.284999997364196,81048,2230_30,2210_30,4,14100_20,14200_5,,,510.635,Salinas de Cabo de Gata,IHA611009
168377,2210_25,2210_25,"2210",1,0,1,1,99.189999996977861,77178,2210_25,,1,,,,,99.268,Salinas de Cerrillos,IHA611004
168353,2210_12,2210_12,"2210",1,0,1,1,129.289999999597200,77211,2210_12,,1,,,,,129.391,Salinas de Cerrillos,IHA611004
173133,"22600_25,14200_1","1420_1,2260_25","1420,2260",2,0,2,1,6204.045000019999861,78362,22600_25,14200_1,2,,,,,6208.875,Salinas de Cerrillos,IHA611004
152023,14200_50,1420_50,"1420",1,0,1,0,9385.004999999999200,78970,14200_50,,1,,,,,9392.370,Charcones de Punta Entinas,IHA611001
21767,14200_100,1420_100,"1420",1,0,1,0,3386.665000009999858,79522,14200_100,,1,,,,,3389.337,Charcones de Punta Entinas,IHA611001
38204,"2230_70,2210_12","2210_12,2230_70","2210,2230",2,0,2,2,1213.930000000000064,79547,2230_70,2210_12,2,,,,,1214.762,Salinas de Cabo de Gata,IHA611009
776028,92D00_100,92D0_100,"92D0",1,0,1,0,5792.269999989999633,82038,92D00_100,,1,,,,,4731.091,Charcones de Punta Entinas,IHA611001
137512,"1210_65,2120_5","2120_5,1210_65","2120,1210",2,0,2,1,14492.204999999999927,82357,1210_65,2120_5,2,,,,,14503.598,Charcones de Punta Entinas,IHA611001
182680,"31401_100,14100_12","3140_100,1410_12","3140,1410",2,0,2,0,15422.174999999999272,83171,31401_100,14100_12,2,,,,,15434.514,Albufera Nueva,IHA611008
173127,"22600_25,2210_12","2210_12,2260_25","2210,2260",2,0,2,2,5342.640000000000327,85276,22600_25,2210_12,2,,,,,5346.800,Salinas de Cerrillos,IHA611004
145728,14200_100,1420_100,"1420",1,0,1,0,4150.630000010000003,84196,14200_100,,1,,,,,4153.855,Salinas de Cerrillos,IHA611004
145730,14200_100,1420_100,"1420",1,0,1,0,2595.949999999999818,84376,14200_100,,1,,,,,2597.966,Salinas de Cerrillos,IHA611004
139896,13101_25,1310_25,"1310",1,0,1,0,83.974999999965078,90682,13101_25,,1,,,,,84.040,Saladar del Margen,IHA614009
168449,"2210_75,2230_15,14200_1","1420_1,2210_75,2230_15","1420,2210,2230",3,0,3,2,11783.475000000000364,85506,2210_75,2230_15,3,14200_1,,,,755.967,Salinas de Cerrillos,IHA611004
169499,"2230_50,2120_10,1210_10","2120_10,2230_50,1210_10","2120,2230,1210",3,0,3,2,18855.834999999999127,85557,2230_50,2120_10,3,1210_10,,,,18870.683,Charcones de Punta Entinas,IHA611001
152032,14200_50,1420_50,"1420",1,0,1,0,1676.795000000000073,98457,14200_50,,1,,,,,1678.109,Salinas de Cerrillos,IHA611004
137130,"1210_55,22600_25","1210_55,2260_25","1210,2260",2,0,2,1,69868.259999899994000,86655,1210_55,22600_25,2,,,,,2619.493,Rambla Morales,IHA611003
139942,13101_40,1310_40,"1310",1,0,1,0,2902.709999990000142,86780,13101_40,,1,,,,,2904.939,Saladar del Margen,IHA614009
168406,"2210_55,14200_1","2210_55,1420_1","2210,1420",2,0,2,1,27938.680000000000291,86862,2210_55,14200_1,2,,,,,27960.380,Salinas de Cerrillos,IHA611004
169188,"2230_30,2210_30,14100_20,14200_5","1410_20,1420_5,2210_30,2230_30","1410,1420,2210,2230",4,0,4,2,10979.125000000000000,86979,2230_30,2210_30,4,14100_20,14200_5,,,10986.652,Salinas de Cabo de Gata,IHA611009
145727,14200_100,1420_100,"1420",1,0,1,0,4221.314999999999600,87240,14200_100,,1,,,,,4224.588,Salinas de Cerrillos,IHA611004
150423,14200_25,1420_25,"1420",1,0,1,0,644.350000002706679,87560,14200_25,,1,,,,,644.855,Salinas de Cerrillos,IHA611004
168431,2210_75,2210_75,"2210",1,0,1,1,3261.875000009999894,88517,2210_75,,1,,,,,3264.413,Salinas de Cerrillos,IHA611004
145731,14200_100,1420_100,"1420",1,0,1,0,727.849999995471308,90212,14200_100,,1,,,,,728.348,Salinas de Cabo de Gata,IHA611009
18120,14200_75,1420_75,"1420",1,0,1,0,16110.534999999999854,97658,14200_75,,1,,,,,16123.048,Salinas de Cerrillos,IHA611004
165021,"2120_40,2230_5","2230_5,2120_40","2230,2120",2,0,2,2,10533.850000099999306,98157,2120_40,2230_5,2,,,,,10542.142,Charcones de Punta Entinas,IHA611001
152112,14200_50,1420_50,"1420",1,0,1,0,5343.439999979999811,92885,14200_50,,1,,,,,5347.141,Rambla Morales,IHA611003
29335,"92D00_0,1430_0","1430_0,92D0_0","1430,92D0",2,0,2,0,1198.859999999999900,92833,92D00_0,1430_0,2,,,,,1199.501,Río Antas,IHA611017
141613,"14101_100,3290_25","3290_25,1410_100","3290,1410",2,0,2,0,30528.250000000000000,94092,14101_100,3290_25,2,,,,,10764.858,Río Antas,IHA611017
165116,"2120_73,2230_5","2230_5,2120_73","2230,2120",2,0,2,2,23204.030000099999597,96233,2120_73,2230_5,2,,,,,23222.343,Charcones de Punta Entinas,IHA611001
125130,92D00_20,92D0_20,"92D0",1,0,1,0,6394.789999999999964,96258,92D00_20,,1,,,,,6399.907,Albufera Nueva,IHA611008
152014,14200_50,1420_50,"1420",1,0,1,0,1471.420000000000073,98034,14200_50,,1,,,,,1472.582,Charcones de Punta Entinas,IHA611001
145703,14200_100,1420_100,"1420",1,0,1,0,2651.445000000000164,97383,14200_100,,1,,,,,2653.520,Salinas de Cerrillos,IHA611004
122003,92D00_100,92D0_100,"92D0",1,0,1,0,7017.664999999999964,98422,92D00_100,,1,,,,,7023.232,Cola del Embalse del Negratín,IHA614010
145742,14200_100,1420_100,"1420",1,0,1,0,29466.384999999998399,98447,14200_100,,1,,,,,29486.460,Salinas de Cabo de Gata,IHA611009
803547,"92D00_50,14200_20","92D0_50,1420_20","92D0,1420",2,0,2,0,31899.724999999998545,99337,92D00_50,14200_20,2,,,,,31916.569,Río Antas,IHA611017
172937,22600_25,2260_25,"2260",1,0,1,1,63640.224999999998545,101008,22600_25,,1,,,,,63683.935,Salinas de Cabo de Gata,IHA611009
172906,22600_25,2260_25,"2260",1,0,1,1,2131.239999989999887,102768,22600_25,,1,,,,,12.225,Charcones de Punta Entinas,IHA611001
137354,1210_62,1210_62,"1210",1,0,1,0,288059.369999999995343,101431,1210_62,,1,,,,,65128.800,Ribera de la Algaida,IHA611010
168346,2210_12,2210_12,"2210",1,0,1,1,3957.089999989999797,102286,2210_12,,1,,,,,3960.175,Salinas de Cerrillos,IHA611004
145751,14200_100,1420_100,"1420",1,0,1,0,12568.295000000000073,103135,14200_100,,1,,,,,12576.905,Salinas de Cabo de Gata,IHA611009
152051,14200_50,1420_50,"1420",1,0,1,0,647.820000000293476,103254,14200_50,,1,,,,,648.260,Salinas de Cabo de Gata,IHA611009
786137,"92D00_100,2230_50,14200_1","92D0_100,1420_1,2230_50","92D0,1420,2230",3,0,3,1,1734.830000010000049,103861,92D00_100,2230_50,3,14200_1,,,,1736.018,Salinas de Cabo de Gata,IHA611009
145732,14200_100,1420_100,"1420",1,0,1,0,5202.149999989999742,105972,14200_100,,1,,,,,5206.182,Laguna de la Gravera,IHA611002
785642,"92D00_100,14101_100,14201_25","92D0_100,1420_25,1410_100","92D0,1420,1410",3,0,3,0,2073.170000000000073,106399,92D00_100,14101_100,3,14201_25,,,,2074.761,Saladar del Margen,IHA614009
145695,14200_100,1420_100,"1420",1,0,1,0,3542.545000000000073,106376,14200_100,,1,,,,,3545.311,Salinas de Cerrillos,IHA611004
141783,"14101_90,14201_10","1420_10,1410_90","1420,1410",2,0,2,0,4213.375000000000000,106928,14101_90,14201_10,2,,,,,4216.614,Saladar del Margen,IHA614009
145694,14200_100,1420_100,"1420",1,0,1,0,989.435000001898743,107883,14200_100,,1,,,,,990.217,Charcones de Punta Entinas,IHA611001
169368,2230_50,2230_50,"2230",1,0,1,1,1221.204999999999927,131923,2230_50,,1,,,,,1222.043,Salinas de Cabo de Gata,IHA611009
157495,"14201_100,14101_100","1410_100,1420_100","1410,1420",2,0,2,0,2565.414999999999964,110458,14201_100,14101_100,2,,,,,2567.384,Saladar del Margen,IHA614009
150511,14200_25,1420_25,"1420",1,0,1,0,8410.430000000000291,110663,14200_25,,1,,,,,8416.232,Rambla Morales,IHA611003
175364,22600_50,2260_50,"2260",1,0,1,1,23799.724999999998545,111839,22600_50,,1,,,,,23816.152,Rambla Morales,IHA611003
138802,13100_100,1310_100,"1310",1,0,1,0,833.834999998895228,133030,13100_100,,1,,,,,834.481,Laguna de la Gravera,IHA611002
165118,"2120_73,2230_5","2120_73,2230_5","2120,2230",2,0,2,2,286.914999997292171,114959,2120_73,2230_5,2,,,,,287.140,Charcones de Punta Entinas,IHA611001
145711,14200_100,1420_100,"1420",1,0,1,0,4592.349999989999560,115135,14200_100,,1,,,,,4595.931,Salinas de Cerrillos,IHA611004
173357,22600_35,2260_35,"2260",1,0,1,1,208456.244999999966240,116659,22600_35,,1,,,,,15355.554,Rambla Morales,IHA611003
145691,14200_100,1420_100,"1420",1,0,1,0,214.719999999076862,118190,14200_100,,1,,,,,214.890,Charcones de Punta Entinas,IHA611001
145719,14200_100,1420_100,"1420",1,0,1,0,1914.730000000000018,118890,14200_100,,1,,,,,1916.216,Salinas de Cerrillos,IHA611004
152038,14200_50,1420_50,"1420",1,0,1,0,450.824999998061799,119252,14200_50,,1,,,,,451.176,Salinas de Cerrillos,IHA611004
182654,31401_100,3140_100,"3140",1,0,1,0,460.869999997857292,120329,31401_100,,1,,,,,461.239,Albufera Nueva,IHA611008
145722,14200_100,1420_100,"1420",1,0,1,0,1575.480000000000018,120384,14200_100,,1,,,,,1576.712,Salinas de Cerrillos,IHA611004
141536,"14101_100,14201_75","1410_100,1420_75","1410,1420",2,0,2,0,4293.814999999999600,121687,14101_100,14201_75,2,,,,,4297.130,Saladar del Margen,IHA614009
139895,13101_25,1310_25,"1310",1,0,1,0,64.024999999423741,121615,13101_25,,1,,,,,64.074,Saladar del Margen,IHA614009
774696,"92A02_50,92A00_30",92A0_80,92A0,1,0,1,0,7095.765000000000327,121787,92A02_50,92A00_30,2,,,,,2842.334,Humedales de Baza,IHA614025
157833,14201_75,1420_75,"1420",1,0,1,0,10291.364999999999782,123012,14201_75,,1,,,,,327.540,Saladar del Margen,IHA614009
152053,14200_50,1420_50,"1420",1,0,1,0,8371.029999980000866,123562,14200_50,,1,,,,,8376.719,Salinas de Cabo de Gata,IHA611009
30293,92D00_75,92D0_75,"92D0",1,0,1,0,869.175000000174578,130163,92D00_75,,1,,,,,869.849,Laguna de la Gravera,IHA611002
170822,22600_0,2260_0,"2260",1,0,1,1,8180.390000010000222,124202,22600_0,,1,,,,,8186.032,Rambla Morales,IHA611003
38045,2210_75,2210_75,"2210",1,0,1,1,1967.110000010000022,124293,2210_75,,1,,,,,1621.970,Salinas de Cerrillos,IHA611004
168388,2210_35,2210_35,"2210",1,0,1,1,7442.250000010000804,124506,2210_35,,1,,,,,7448.036,Salinas de Cerrillos,IHA611004
137410,"1210_62,2230_15","2230_15,1210_62","2230,1210",2,0,2,1,75240.770000000004075,124674,1210_62,2230_15,2,,,,,14734.811,Salinas de Cerrillos,IHA611004
145739,14200_100,1420_100,"1420",1,0,1,0,51276.120000000002619,126180,14200_100,,1,,,,,51310.956,Salinas de Cabo de Gata,IHA611009
145706,14200_100,1420_100,"1420",1,0,1,0,2525.790000020000207,126863,14200_100,,1,,,,,2527.764,Salinas de Cerrillos,IHA611004
168447,"2210_75,2120_73","2120_73,2210_75","2120,2210",2,0,2,2,93609.585000000006403,127117,2210_75,2120_73,2,,,,,9031.076,Salinas de Cerrillos,IHA611004
20303,"14201_40,92D00_40,14101_20","92D0_40,1420_40,1410_20","92D0,1420,1410",3,0,3,0,736.995000005875454,127105,14201_40,92D00_40,3,14101_20,,,,737.563,Saladar del Margen,IHA614009
137066,1210_55,1210_55,"1210",1,0,1,0,38069.389999999999418,127920,1210_55,,1,,,,,38098.648,Ribera de la Algaida,IHA611010
40113,"3290_25,14101_20,92D00_10,3250_5","3290_25,3250_5,92D0_10,1410_20","3290,3250,92D0,1410",4,0,4,0,259.604999997518064,128149,3290_25,14101_20,4,92D00_10,3250_5,,,259.745,Río Antas,IHA611017
169381,2230_50,2230_50,"2230",1,0,1,1,7617.309999989999596,128821,2230_50,,1,,,,,7623.290,Charcones de Punta Entinas,IHA611001
36444,14200_100,1420_100,"1420",1,0,1,0,67.004999999802664,130338,14200_100,,1,,,,,67.058,Charcones de Punta Entinas,IHA611001
137163,1210_60,1210_60,"1210",1,0,1,0,635.309999997742693,149569,1210_60,,1,,,,,635.818,Albufera Nueva,IHA611008
168429,2210_75,2210_75,"2210",1,0,1,1,69252.875000000000000,131740,2210_75,,1,,,,,52534.670,Salinas de Cerrillos,IHA611004
158621,"1430_20,92D00_10,3250_5","3250_5,1430_20,92D0_10","3250,1430,92D0",3,0,3,0,21916.244999999998981,133051,1430_20,92D00_10,3,3250_5,,,,21928.017,Río Antas,IHA611017
139911,13101_25,1310_25,"1310",1,0,1,0,18814.264999999999418,134947,13101_25,,1,,,,,18828.820,Saladar del Margen,IHA614009
168338,2210_12,2210_12,"2210",1,0,1,1,166.100000000966247,135866,2210_12,,1,,,,,166.230,Salinas de Cerrillos,IHA611004
153912,14200_75,1420_75,"1420",1,0,1,0,28480.270000000000437,135900,14200_75,,1,,,,,28502.447,Salinas de Cerrillos,IHA611004
150496,14200_25,1420_25,"1420",1,0,1,0,1004.645000009999990,135978,14200_25,,1,,,,,1005.333,Salinas de Cabo de Gata,IHA611009
153942,14200_75,1420_75,"1420",1,0,1,0,7189.439999999999600,136329,14200_75,,1,,,,,7194.366,Salinas de Cabo de Gata,IHA611009
150494,14200_25,1420_25,"1420",1,0,1,0,9347.920000030000665,136803,14200_25,,1,,,,,9355.299,Charcones de Punta Entinas,IHA611001
152057,14200_50,1420_50,"1420",1,0,1,0,9752.685000010000294,136978,14200_50,,1,,,,,9759.422,Rambla Morales,IHA611003
145692,14200_100,1420_100,"1420",1,0,1,0,1834.560000010000067,149424,14200_100,,1,,,,,1835.812,Salinas de Cabo de Gata,IHA611009
169503,"2230_50,2210_38","2230_50,2210_38","2230,2210",2,0,2,2,16636.625000000000000,137763,2230_50,2210_38,2,,,,,16648.040,Salinas de Cabo de Gata,IHA611009
153896,14200_75,1420_75,"1420",1,0,1,0,845.035000000143896,144706,14200_75,,1,,,,,845.701,Charcones de Punta Entinas,IHA611001
125709,92D00_75,92D0_75,"92D0",1,0,1,0,7365.494999999999891,141641,92D00_75,,1,,,,,7371.207,Laguna de la Gravera,IHA611002
139901,13101_25,1310_25,"1310",1,0,1,0,53.445000000712461,165337,13101_25,,1,,,,,53.486,Saladar del Margen,IHA614009
776092,92D00_100,92D0_100,"92D0",1,0,1,0,13935.860000000000582,142555,92D00_100,,1,,,,,13946.872,Charcones de Punta Entinas,IHA611001
122918,"92D00_100,3250_5","3250_5,92D0_100","3250,92D0",2,0,2,0,14142.340000000000146,142941,92D00_100,3250_5,2,,,,,14149.989,Río Antas,IHA611017
137377,1210_62,1210_62,"1210",1,0,1,0,8255.110000009999567,143094,1210_62,,1,,,,,5353.269,Río Antas,IHA611017
182655,31401_100,3140_100,"3140",1,0,1,0,244.005000002753746,161357,31401_100,,1,,,,,244.200,Albufera Nueva,IHA611008
168458,2210_88,2210_88,"2210",1,0,1,1,1066.444999999999936,144092,2210_88,,1,,,,,1067.273,Salinas de Cerrillos,IHA611004
141786,14200_0,1420_0,"1420",1,0,1,0,7940.209999990001052,144373,14200_0,,1,,,,,7945.689,Rambla Morales,IHA611003
136912,1210_10,1210_10,"1210",1,0,1,0,119560.395000000004075,144655,1210_10,,1,,,,,45785.799,Río Antas,IHA611017
803546,"92D00_50,14200_10,1430_10","1420_10,92D0_50,1430_10","1420,92D0,1430",3,0,3,0,604.660000004954782,165709,92D00_50,14200_10,3,1430_10,,,,604.983,Río Antas,IHA611017
168376,2210_25,2210_25,"2210",1,0,1,1,41924.989999999997963,146959,2210_25,,1,,,,,41957.874,Charcones de Punta Entinas,IHA611001
145672,14200_100,1420_100,"1420",1,0,1,0,2015.359999999999900,149279,14200_100,,1,,,,,2016.941,Charcones de Punta Entinas,IHA611001
137189,1210_60,1210_60,"1210",1,0,1,0,1026.694999999999936,148912,1210_60,,1,,,,,1027.516,Albufera Nueva,IHA611008
17565,14200_75,1420_75,"1420",1,0,1,0,1890.720000009999922,148958,14200_75,,1,,,,,1892.189,Salinas de Cerrillos,IHA611004
153897,14200_75,1420_75,"1420",1,0,1,0,6838.354999999999563,151409,14200_75,,1,,,,,6843.745,Charcones de Punta Entinas,IHA611001
168354,2210_12,2210_12,"2210",1,0,1,1,18353.919999999998254,151487,2210_12,,1,,,,,18368.256,Salinas de Cerrillos,IHA611004
173142,"22600_25,2210_12","2260_25,2210_12","2260,2210",2,0,2,2,6101.835000000000036,151571,22600_25,2210_12,2,,,,,401.294,Charcones de Punta Entinas,IHA611001
145700,14200_100,1420_100,"1420",1,0,1,0,954.789999998479630,151656,14200_100,,1,,,,,955.536,Salinas de Cerrillos,IHA611004
140001,13101_50,1310_50,"1310",1,0,1,0,3440.179999999999836,152606,13101_50,,1,,,,,3442.834,Saladar del Margen,IHA614009
168350,2210_12,2210_12,"2210",1,0,1,1,5871.265000000000327,168951,2210_12,,1,,,,,5299.737,Salinas de Cerrillos,IHA611004
18528,"1210_65,2120_5","1210_65,2120_5","1210,2120",2,0,2,1,1404.690000009999949,153698,1210_65,2120_5,2,,,,,1405.797,Charcones de Punta Entinas,IHA611001
168389,2210_35,2210_35,"2210",1,0,1,1,1355.285000000000082,155669,2210_35,,1,,,,,1356.339,Salinas de Cerrillos,IHA611004
145743,14200_100,1420_100,"1420",1,0,1,0,1153.030000010000094,166249,14200_100,,1,,,,,1153.817,Salinas de Cabo de Gata,IHA611009
152026,14200_50,1420_50,"1420",1,0,1,0,2100.039999999999964,154813,14200_50,,1,,,,,2101.697,Charcones de Punta Entinas,IHA611001
153893,14200_75,1420_75,"1420",1,0,1,0,463.354999999008101,154714,14200_75,,1,,,,,463.720,Charcones de Punta Entinas,IHA611001
150487,14200_25,1420_25,"1420",1,0,1,0,602.475000001909279,156930,14200_25,,1,,,,,602.949,Charcones de Punta Entinas,IHA611001
139900,13101_25,1310_25,"1310",1,0,1,0,20083.279999999998836,159861,13101_25,,1,,,,,20098.805,Saladar del Margen,IHA614009
200076,40901_12,4090_12,"4090",1,0,1,0,1743.239999989999887,160330,40901_12,,1,,,,,1744.621,Cola del Embalse del Negratín,IHA614010
169502,"2230_50,2210_38","2210_38,2230_50","2210,2230",2,0,2,2,3396.945000000000164,160738,2230_50,2210_38,2,,,,,3399.276,Salinas de Cabo de Gata,IHA611009
168466,2210_88,2210_88,"2210",1,0,1,1,4793.545000009999967,164123,2210_88,,1,,,,,4797.263,Salinas de Cerrillos,IHA611004
152113,14200_50,1420_50,"1420",1,0,1,0,12814.329999999999927,165951,14200_50,,1,,,,,12823.193,Rambla Morales,IHA611003
12138,"2230_30,2210_30,14100_20,14200_5","2210_30,2230_30,1420_5,1410_20","2210,2230,1420,1410",4,0,4,2,3445.250000009999894,168957,2230_30,2210_30,4,14100_20,14200_5,,,3447.613,Salinas de Cabo de Gata,IHA611009
168343,2210_12,2210_12,"2210",1,0,1,1,416.625000006269033,170081,2210_12,,1,,,,,416.958,Albufera Nueva,IHA611008
172953,22600_25,2260_25,"2260",1,0,1,1,69329.625000000000000,171961,22600_25,,1,,,,,50926.597,Rambla Morales,IHA611003
137145,1210_57,1210_57,"1210",1,0,1,0,260725.390000000013970,172603,1210_57,,1,,,,,257900.090,Salinas de Cabo de Gata,IHA611009
141788,14200_0,1420_0,"1420",1,0,1,0,1705.414999990000069,172989,14200_0,,1,,,,,1706.591,Rambla Morales,IHA611003
153901,14200_75,1420_75,"1420",1,0,1,0,162.910000003650794,173148,14200_75,,1,,,,,163.038,Charcones de Punta Entinas,IHA611001
36938,14200_50,1420_50,"1420",1,0,1,0,131.035000001735767,173877,14200_50,,1,,,,,131.125,Rambla Morales,IHA611003
150184,14200_20,1420_20,"1420",1,0,1,0,4759.350000000000364,174259,14200_20,,1,,,,,4761.858,Río Antas,IHA611017
785664,"92D00_100,14101_100,3290_25,3250_10","3250_10,1410_100,92D0_100,3290_25","3250,1410,92D0,3290",4,0,4,0,4650.290000009998948,175057,92D00_100,14101_100,4,3290_25,3250_10,,,4652.819,Río Antas,IHA611017
150478,14200_25,1420_25,"1420",1,0,1,0,1053.825000009999940,175071,14200_25,,1,,,,,1054.546,Salinas de Cabo de Gata,IHA611009
19753,13101_25,1310_25,"1310",1,0,1,0,137.254999998682166,176160,13101_25,,1,,,,,137.360,Saladar del Margen,IHA614009
122920,"92D00_100,3250_5","3250_5,92D0_100","3250,92D0",2,0,2,0,1166.190000000000055,176172,92D00_100,3250_5,2,,,,,1166.817,Río Antas,IHA611017
153947,14200_75,1420_75,"1420",1,0,1,0,2706.875000000000000,177307,14200_75,,1,,,,,2708.730,Salinas de Cabo de Gata,IHA611009
168459,2210_88,2210_88,"2210",1,0,1,1,2650.710000000000036,177553,2210_88,,1,,,,,2652.767,Salinas de Cerrillos,IHA611004
169730,"2230_70,2210_12","2210_12,2230_70","2210,2230",2,0,2,2,92.710000001473801,178416,2230_70,2210_12,2,,,,,92.774,Salinas de Cabo de Gata,IHA611009
153894,14200_75,1420_75,"1420",1,0,1,0,1859.140000000000100,179259,14200_75,,1,,,,,1860.604,Charcones de Punta Entinas,IHA611001
168443,"2210_75,14200_1","1420_1,2210_75","1420,2210",2,0,2,1,1168.160000000000082,180662,2210_75,14200_1,2,,,,,1166.955,Salinas de Cerrillos,IHA611004
153902,14200_75,1420_75,"1420",1,0,1,0,953.925000009930272,199457,14200_75,,1,,,,,954.673,Charcones de Punta Entinas,IHA611001
150475,14200_25,1420_25,"1420",1,0,1,0,3707.905000000000200,180729,14200_25,,1,,,,,3710.822,Charcones de Punta Entinas,IHA611001
152045,14200_50,1420_50,"1420",1,0,1,0,13206.454999999999927,180854,14200_50,,1,,,,,13216.708,Salinas de Cerrillos,IHA611004
152042,14200_50,1420_50,"1420",1,0,1,0,25723.470000000001164,181804,14200_50,,1,,,,,25743.462,Salinas de Cerrillos,IHA611004
169414,2230_50,2230_50,"2230",1,0,1,1,849.764999991893433,200604,2230_50,,1,,,,,850.434,Charcones de Punta Entinas,IHA611001
169195,"2230_30,2210_30,14100_20,14200_5","1410_20,2210_30,1420_5,2230_30","1410,2210,1420,2230",4,0,4,2,5628.854999999999563,184675,2230_30,2210_30,4,14100_20,14200_5,,,5632.714,Salinas de Cabo de Gata,IHA611009
781302,92D00_100,92D0_100,"92D0",1,0,1,0,237.304999998475552,184801,92D00_100,,1,,,,,237.493,Cola del Embalse del Negratín,IHA614010
793593,"92D00_100,6420_5","92D0_100,6420_5","92D0,6420",2,0,2,0,1461.134999990000097,185698,92D00_100,6420_5,2,,,,,1462.295,Cola del Embalse del Negratín,IHA614010
168341,2210_12,2210_12,"2210",1,0,1,1,1285.065000009999949,198584,2210_12,,1,,,,,1286.070,Salinas de Cerrillos,IHA611004
138803,13100_100,1310_100,"1310",1,0,1,0,883.775000001187436,190073,13100_100,,1,,,,,884.460,Laguna de la Gravera,IHA611002
152050,14200_50,1420_50,"1420",1,0,1,0,292.614999997234008,192128,14200_50,,1,,,,,292.814,Salinas de Cabo de Gata,IHA611009
152021,14200_50,1420_50,"1420",1,0,1,0,11923.069999999999709,192411,14200_50,,1,,,,,11932.432,Charcones de Punta Entinas,IHA611001
36446,14200_100,1420_100,"1420",1,0,1,0,2125.890000010000222,193606,14200_100,,1,,,,,2127.547,Salinas de Cerrillos,IHA611004
141537,"14101_100,14201_75","1420_75,1410_100","1420,1410",2,0,2,0,9281.170000000000073,194879,14101_100,14201_75,2,,,,,8573.972,Saladar del Margen,IHA614009
152052,14200_50,1420_50,"1420",1,0,1,0,4145.989999989999887,196758,14200_50,,1,,,,,4148.806,Salinas de Cabo de Gata,IHA611009
153927,14200_75,1420_75,"1420",1,0,1,0,4482.245000009999785,201361,14200_75,,1,,,,,4485.732,Salinas de Cerrillos,IHA611004
152036,14200_50,1420_50,"1420",1,0,1,0,2116.875000000000000,201917,14200_50,,1,,,,,2118.526,Salinas de Cerrillos,IHA611004
152048,14200_50,1420_50,"1420",1,0,1,0,3343.590000010000040,204692,14200_50,,1,,,,,3346.187,Salinas de Cerrillos,IHA611004
145720,14200_100,1420_100,"1420",1,0,1,0,12463.030000000000655,203612,14200_100,,1,,,,,12472.758,Salinas de Cerrillos,IHA611004
38434,22600_15,2260_15,"2260",1,0,1,1,716.005000000469067,204016,22600_15,,1,,,,,716.567,Charcones de Punta Entinas,IHA611001
158658,1430_30,1430_30,"1430",1,0,1,0,10251.350000000000364,205986,1430_30,,1,,,,,6866.718,Ribera de la Algaida,IHA611010
145716,14200_100,1420_100,"1420",1,0,1,0,1054.285000000000082,208259,14200_100,,1,,,,,1055.110,Salinas de Cerrillos,IHA611004
152030,14200_50,1420_50,"1420",1,0,1,0,945.360000001543426,208296,14200_50,,1,,,,,946.101,Salinas de Cerrillos,IHA611004
137490,1210_65,1210_65,"1210",1,0,1,0,1466.390000019999889,211868,1210_65,,1,,,,,1467.544,Charcones de Punta Entinas,IHA611001
168375,2210_25,2210_25,"2210",1,0,1,1,745.159999999436650,221859,2210_25,,1,,,,,745.744,Charcones de Punta Entinas,IHA611001
36935,14200_50,1420_50,"1420",1,0,1,0,6411.720000000000255,213590,14200_50,,1,,,,,6416.700,Salinas de Cerrillos,IHA611004
168393,2210_45,2210_45,"2210",1,0,1,1,8761.635000000000218,213925,2210_45,,1,,,,,8768.444,Salinas de Cerrillos,IHA611004
141406,14101_100,1410_100,"1410",1,0,1,0,2542.209999990000142,213946,14101_100,,1,,,,,2544.212,Humedales de Baza,IHA614025
801866,"92D00_30,3250_5","92D0_30,3250_5","92D0,3250",2,0,2,0,63136.319999999999709,214272,92D00_30,3250_5,2,,,,,63170.397,Río Antas,IHA611017
165109,2120_73,2120_73,"2120",1,0,1,1,3407.994999999999891,214628,2120_73,,1,,,,,3410.639,Salinas de Cerrillos,IHA611004
38545,22600_15,2260_15,"2260",1,0,1,1,884.510000010577642,215117,22600_15,,1,,,,,885.204,Charcones de Punta Entinas,IHA611001
168360,2210_12,2210_12,"2210",1,0,1,1,193869.779999999969732,216250,2210_12,,1,,,,,194002.028,Salinas de Cabo de Gata,IHA611009
145715,14200_100,1420_100,"1420",1,0,1,0,7134.959999990001052,216795,14200_100,,1,,,,,7140.508,Salinas de Cerrillos,IHA611004
153906,14200_75,1420_75,"1420",1,0,1,0,14331.915000000000873,217567,14200_75,,1,,,,,14343.131,Salinas de Cerrillos,IHA611004
168396,2210_55,2210_55,"2210",1,0,1,1,1182.434999999999945,219541,2210_55,,1,,,,,1183.354,Salinas de Cerrillos,IHA611004
137202,1210_60,1210_60,"1210",1,0,1,0,2229.730000009999912,218068,1210_60,,1,,,,,2231.513,Albufera Nueva,IHA611008
169498,"2230_50,2120_10","2230_50,2120_10","2230,2120",2,0,2,2,8554.145000009999421,218909,2230_50,2120_10,2,,,,,8560.861,Charcones de Punta Entinas,IHA611001
175358,22600_50,2260_50,"2260",1,0,1,1,299887.359999999986030,220794,22600_50,,1,,,,,12374.071,Rambla Morales,IHA611003
