id,hic_lab_or,hic_tp_pct,hic_tp_cat,hic_tp_num,hic_p_tn,hic_np_tn,hic_pp_tn,area_ha,id_pk,HIC_1,HIC_2,hic_num_t,HIC_3,HIC_4,HIC_5,HIC_6,area_m2
148461,"14200_100,1150_100","1420_100,1150_100","1420,1150*",2,1,1,0,1818.685000030000083,839784,14200_100,1150_100,2,,,,,1820.104
35581,"1210_55,2230_30,2210_12","1210_55,2230_30,2210_12","1210,2230,2210",3,0,3,2,238.505000002512247,16571,1210_55,2230_30,3,2210_12,,,,238.688
37291,"14201_50,14101_30","1410_30,1420_50","1410,1420",2,0,2,0,809.459999995053181,184007,14201_50,14101_30,2,,,,,810.083
137201,1210_60,1210_60,"1210",1,0,1,0,205.250000002872468,219894,1210_60,,1,,,,,205.414
87573,"62201_72,40901_50","6220_72,4090_50","6220*,4090",2,1,1,0,218.394999999481342,643183,62201_72,40901_50,2,,,,,218.568
454449,"62201_100,62200_100,52200_100,53305_36,53304_36,53302_36","6220_100,5330_100,5220_100","6220*,5330,5220*",3,2,1,0,1345.585000000000036,824013,62201_100,62200_100,6,52200_100,53305_36,53304_36,53302_36,1346.295
170227,"2250_100,22600_10,2230_5","2230_5,2260_10,2250_100","2230,2260,2250*",3,1,2,2,125.675000001137946,835086,2250_100,22600_10,3,2230_5,,,,125.774
170124,"2250_100,2210_12,14200_1","2210_12,2250_100,1420_1","2210,2250*,1420",3,1,2,1,104.330000001144356,835421,2250_100,2210_12,3,14200_1,,,,104.412
131869,"14200_100,1150_100","1150_100,1420_100","1150*,1420",2,1,1,0,60.394999999187419,839418,14200_100,1150_100,2,,,,,60.436
136477,"1150_100,14200_100","1420_100,1150_100","1420,1150*",2,1,1,0,141.395000002842863,839619,1150_100,14200_100,2,,,,,141.507
136578,"1150_100,14200_50","1420_50,1150_100","1420,1150*",2,1,1,0,253.980000003379530,839633,1150_100,14200_50,2,,,,,254.179
122758,"92D00_100,14101_100,1430_44,15101_25,14201_5","1430_44,1510_25,1410_100,92D0_100,1420_5","1430,1510*,1410,92D0,1420",5,1,4,0,173.435000001066356,840763,92D00_100,14101_100,5,1430_44,15101_25,14201_5,,173.568
530571,"62201_72,1520_12,13101_5","1310_5,6220_72,1520_12","1310,6220*,1520*",3,2,1,0,116.910000000885915,866742,62201_72,1520_12,3,13101_5,,,,62.002
173131,"22600_25,14200_1","2260_25,1420_1","2260,1420",2,0,2,1,2203.999999990000106,115604,22600_25,14200_1,2,,,,,2205.716
152022,14200_50,1420_50,"1420",1,0,1,0,428.840000005854506,312362,14200_50,,1,,,,,429.177
139923,13101_25,1310_25,"1310",1,0,1,0,54.274999999819563,169026,13101_25,,1,,,,,54.317
2689,"3290_10,3250_10,14101_10","3290_10,1410_10,3250_10","3290,1410,3250",3,0,3,0,481375.554999999993015,24239,3290_10,3250_10,3,14101_10,,,,36413.190
136513,"1150_100,14200_50","1420_50,1150_100","1420,1150*",2,1,1,0,340.030000005079160,838983,1150_100,14200_50,2,,,,,340.296
168333,2210_12,2210_12,"2210",1,0,1,1,393.510000005193262,257077,2210_12,,1,,,,,393.819
19154,"62201_72,62200_25",6220_97,6220*,1,1,0,0,265.279999996144284,781804,62201_72,62200_25,2,,,,,265.488
68178,"62201_100,53302_25","6220_100,5330_25","6220*,5330",2,1,1,0,1257.124999990000106,762661,62201_100,53302_25,2,,,,,1257.790
26733,"1520_38,13101_10","1520_38,1310_10","1520*,1310",2,1,1,0,194.350000002636818,863901,1520_38,13101_10,2,,,,,194.499
507364,62201_72,6220_72,6220*,1,1,0,0,709.129999999153711,583155,62201_72,,1,,,,,709.616
517368,"62201_72,40901_12","6220_72,4090_12","6220*,4090",2,1,1,0,293.730000000789289,469775,62201_72,40901_12,2,,,,,293.963
774906,"92D00_0,1430_0","92D0_0,1430_0","92D0,1430",2,0,2,0,101.994999999752025,209563,92D00_0,1430_0,2,,,,,102.050
153465,14200_75,1420_75,"1420",1,0,1,0,570.625000004487788,26283,14200_75,,1,,,,,535.944
168467,2210_88,2210_88,"2210",1,0,1,1,1904.835000000000036,294219,2210_88,,1,,,,,1906.313
37409,"1430_40,92D00_30","1430_40,92D0_30","1430,92D0",2,0,2,0,507.270000002435381,15097,1430_40,92D00_30,2,,,,,507.541
160313,1520_12,1520_12,1520*,1,1,0,0,123.589999998511630,825965,1520_12,,1,,,,,123.688
150376,14200_25,1420_25,"1420",1,0,1,0,746.969999996847491,349515,14200_25,,1,,,,,747.555
2348,22600_25,2260_25,"2260",1,0,1,1,6686.009999990000324,9721,22600_25,,1,,,,,6691.154
145684,14200_100,1420_100,"1420",1,0,1,0,856.004999998967378,249219,14200_100,,1,,,,,856.676
141176,"14100_0,62201_0,15100_0,14200_0","1510_0,1420_0,1410_0,6220_0","1510*,1420,1410,6220*",4,2,2,0,1703.535000000000082,847579,14100_0,62201_0,4,15100_0,14200_0,,,1704.442
775981,92D00_100,92D0_100,"92D0",1,0,1,0,2142.270000009999876,222477,92D00_100,,1,,,,,2143.967
164565,"1520_38,13101_10","1310_10,1520_38","1310,1520*",2,1,1,0,130.830000000940629,861828,1520_38,13101_10,2,,,,,130.930
478287,"62201_14,62200_13,53306_12","6220_27,5330_12","6220*,5330",2,1,1,0,4319.485000009999567,563594,62201_14,62200_13,3,53306_12,,,,995.360
488758,"62201_27,53303_25,1430_5","5330_25,6220_27,1430_5","5330,6220*,1430",3,1,2,0,250.060000000798624,402590,62201_27,53303_25,3,1430_5,,,,250.258
79863,"62201_27,53305_24,53304_24,1430_5","6220_27,5330_48,1430_5","6220*,5330,1430",3,1,2,0,366.545000001824235,526542,62201_27,53305_24,4,53304_24,1430_5,,,366.740
25731,62201_72,6220_72,6220*,1,1,0,0,289.759999999599529,484801,62201_72,,1,,,,,289.912
159555,1430_65,1430_65,"1430",1,0,1,0,3556.139999999999873,351509,1430_65,,1,,,,,3558.985
168427,2210_75,2210_75,"2210",1,0,1,1,3264.550000000000182,271403,2210_75,,1,,,,,3267.083
141787,14200_0,1420_0,"1420",1,0,1,0,826.225000005582046,287615,14200_0,,1,,,,,826.795
18355,"62201_72,1430_65","6220_72,1430_65","6220*,1430",2,1,1,0,3870.435000009999840,567172,62201_72,1430_65,2,,,,,3873.499
173374,"22600_35,2210_25","2260_35,2210_25","2260,2210",2,0,2,2,329.460000000647256,193716,22600_35,2210_25,2,,,,,329.718
883,"62201_72,1520_12","6220_72,1520_12","6220*,1520*",2,2,0,0,1011971.604999999981374,864924,62201_72,1520_12,2,,,,,7070.376
885,"62201_72,1520_38","6220_72,1520_38","6220*,1520*",2,2,0,0,596424.534999999916181,865165,62201_72,1520_38,2,,,,,367923.060
524426,"62201_72,13101_5","1310_5,6220_72","1310,6220*",2,1,1,0,235.094999998809101,695706,62201_72,13101_5,2,,,,,235.275
164579,"1520_38,13101_10","1310_10,1520_38","1310,1520*",2,1,1,0,157.414999999084955,861963,1520_38,13101_10,2,,,,,157.536
160168,"1520_38,13101_10","1520_38,1310_10","1520*,1310",2,1,1,0,70.149999999417929,861966,1520_38,13101_10,2,,,,,70.204
164566,"1520_38,13101_10","1520_38,1310_10","1520*,1310",2,1,1,0,124.820000000590227,862067,1520_38,13101_10,2,,,,,124.916
776336,92D00_100,92D0_100,"92D0",1,0,1,0,152.560000001206049,43754,92D00_100,,1,,,,,152.680
242452,52200_100,5220_100,5220*,1,1,0,0,102.474999998995926,813637,52200_100,,1,,,,,102.556
2184,1520_38,1520_38,1520*,1,1,0,0,51.419999999722933,862008,1520_38,,1,,,,,51.459
172956,22600_25,2260_25,"2260",1,0,1,1,306.170000001637959,261254,22600_25,,1,,,,,306.382
170821,22600_0,2260_0,"2260",1,0,1,1,2934.054999999999836,305246,22600_0,,1,,,,,2936.081
356106,"62200_25,53306_12","6220_25,5330_12","6220*,5330",2,1,1,0,1359.125000000000000,534510,62200_25,53306_12,2,,,,,821.682
348056,"62200_100,62201_100",6220_100,6220*,1,1,0,0,1315.079999999999927,606211,62200_100,62201_100,2,,,,,1315.777
163538,1520_12,1520_12,1520*,1,1,0,0,179.200000000256125,864394,1520_12,,1,,,,,179.337
157494,"14201_100,14101_100","1410_100,1420_100","1410,1420",2,0,2,0,238.659999996689209,4649,14201_100,14101_100,2,,,,,238.843
139894,13101_25,1310_25,"1310",1,0,1,0,239.089999991349146,365190,13101_25,,1,,,,,239.275
137154,1210_60,1210_60,"1210",1,0,1,0,1073.715000019999934,124385,1210_60,,1,,,,,1074.574
804701,92D00_75,92D0_75,"92D0",1,0,1,0,646.070000002458642,75309,92D00_75,,1,,,,,646.571
164220,1520_38,1520_38,1520*,1,1,0,0,152.794999998814887,863781,1520_38,,1,,,,,152.912
150477,14200_25,1420_25,"1420",1,0,1,0,2868.940000000000055,129209,14200_25,,1,,,,,2871.198
153932,14200_75,1420_75,"1420",1,0,1,0,412.430000001906876,149795,14200_75,,1,,,,,412.750
168407,"2210_55,14200_1","2210_55,1420_1","2210,1420",2,0,2,1,6423.045000000000073,150790,2210_55,14200_1,2,,,,,6428.033
36450,14200_100,1420_100,"1420",1,0,1,0,271.629999996161814,129776,14200_100,,1,,,,,271.816
514690,62201_72,6220_72,6220*,1,1,0,0,1849.289999999999964,737092,62201_72,,1,,,,,1850.283
492642,"62201_27,53305_24,53304_24","5330_48,6220_27","5330,6220*",2,1,1,0,595.899999997729992,631883,62201_27,53305_24,3,53304_24,,,,596.217
33986,13100_100,1310_100,"1310",1,0,1,0,420.199999999243289,314283,13100_100,,1,,,,,420.526
164120,1520_38,1520_38,1520*,1,1,0,0,85.129999999988939,863947,1520_38,,1,,,,,85.197
164391,1520_38,1520_38,1520*,1,1,0,0,85.799999999598356,863988,1520_38,,1,,,,,85.866
141789,14200_0,1420_0,"1420",1,0,1,0,1681.545000000000073,306294,14200_0,,1,,,,,1682.705
156415,14200_84,1420_84,"1420",1,0,1,0,274.539999995703113,31296,14200_84,,1,,,,,274.754
84494,62201_72,6220_72,6220*,1,1,0,0,183.935000000920837,665400,62201_72,,1,,,,,184.076
182682,"31401_100,14100_38","1410_38,3140_100","1410,3140",2,0,2,0,99.950000002645567,293277,31401_100,14100_38,2,,,,,100.030
793783,"92D00_100,6420_5,40901_5","4090_5,6420_5,92D0_100","4090,6420,92D0",3,0,3,0,1677.975000010000031,35909,92D00_100,6420_5,3,40901_5,,,,1679.307
121035,92D00_100,92D0_100,"92D0",1,0,1,0,2575.380000000000109,109803,92D00_100,,1,,,,,2577.409
153949,14200_75,1420_75,"1420",1,0,1,0,144.420000000596019,134286,14200_75,,1,,,,,144.519
153908,14200_75,1420_75,"1420",1,0,1,0,4453.774999989999742,274835,14200_75,,1,,,,,4457.244
157737,"14201_50,14101_30","1410_30,1420_50","1410,1420",2,0,2,0,3365.275000009999985,223429,14201_50,14101_30,2,,,,,3367.865
162849,1520_12,1520_12,1520*,1,1,0,0,20730.119999999998981,863792,1520_12,,1,,,,,20741.138
153895,14200_75,1420_75,"1420",1,0,1,0,1904.194999999999936,249384,14200_75,,1,,,,,1905.695
35587,"1150_100,14200_84","1420_84,1150_100","1420,1150*",2,1,1,0,76.985000000833537,839388,1150_100,14200_84,2,,,,,77.045
146622,"14200_100,1150_100","1150_100,1420_100","1150*,1420",2,1,1,0,649.870000000747382,839348,14200_100,1150_100,2,,,,,650.377
152037,14200_50,1420_50,"1420",1,0,1,0,3881.139999989999978,30646,14200_50,,1,,,,,3884.165
38158,2230_50,2230_50,"2230",1,0,1,1,568.249999995870098,30804,2230_50,,1,,,,,568.698
86248,"62201_72,1520_38,1430_15","6220_72,1430_15,1520_38","6220*,1430,1520*",3,2,1,0,287.734999998546016,870522,62201_72,1520_38,3,1430_15,,,,287.955
18444,"62201_72,1520_54","1520_54,6220_72","1520*,6220*",2,2,0,0,75.499999998993019,869007,62201_72,1520_54,2,,,,,75.558
164227,1520_38,1520_38,1520*,1,1,0,0,61.470000001108282,864094,1520_38,,1,,,,,61.517
152013,14200_50,1420_50,"1420",1,0,1,0,8919.070000039999286,102083,14200_50,,1,,,,,8926.089
152287,1520_12,1520_12,1520*,1,1,0,0,529.220000003756695,862571,1520_12,,1,,,,,529.627
156340,"1520_12,13101_10","1520_12,1310_10","1520*,1310",2,1,1,0,71.400000000174629,864244,1520_12,13101_10,2,,,,,71.455
87870,"62201_72,40901_50,62200_25,1430_5","4090_50,6220_97,1430_5","4090,6220*,1430",3,1,2,0,1228.920000009999967,721918,62201_72,40901_50,4,62200_25,1430_5,,,1229.895
164562,"1520_38,13101_10","1310_10,1520_38","1310,1520*",2,1,1,0,307.485000001974356,864286,1520_38,13101_10,2,,,,,307.722
17559,14200_75,1420_75,"1420",1,0,1,0,319.350000000075624,318137,14200_75,,1,,,,,319.600
506946,62201_72,6220_72,6220*,1,1,0,0,327.740000001288081,764551,62201_72,,1,,,,,328.000
145705,14200_100,1420_100,"1420",1,0,1,0,96.710000001904547,306975,14200_100,,1,,,,,96.786
184044,3250_20,3250_20,"3250",1,0,1,0,2719.219999989999906,283690,3250_20,,1,,,,,2721.082
168344,2210_12,2210_12,"2210",1,0,1,1,900.449999992773428,310316,2210_12,,1,,,,,901.170
78622,"62201_27,52200_25","5220_25,6220_27","5220*,6220*",2,2,0,0,203.939999998630952,823207,62201_27,52200_25,2,,,,,204.048
35821,1150_100,1150_100,1150*,1,1,0,0,1529944.197170000057667,838822,1150_100,,1,,,,,1531150.926
22,1150_100,1150_100,1150*,1,1,0,0,4120253.795000000391155,839053,1150_100,,1,,,,,4123461.904
34690,"13100_100,1150_100","1310_100,1150_100","1310,1150*",2,1,1,0,2282.440000000000055,839069,13100_100,1150_100,2,,,,,2284.213
9253,"14200_100,1150_100","1420_100,1150_100","1420,1150*",2,1,1,0,79.795000001527370,839522,14200_100,1150_100,2,,,,,79.857
135955,1150_100,1150_100,1150*,1,1,0,0,295.280000006988473,839654,1150_100,,1,,,,,295.510
163344,1520_12,1520_12,1520*,1,1,0,0,409.340000001561691,864420,1520_12,,1,,,,,409.664
518832,"62201_72,15101_25","1510_25,6220_72","1510*,6220*",2,2,0,0,346.470000005019813,847701,62201_72,15101_25,2,,,,,346.738
164580,"1520_38,13101_10","1310_10,1520_38","1310,1520*",2,1,1,0,88.019999996504055,864347,1520_38,13101_10,2,,,,,88.088
153892,14200_75,1420_75,"1420",1,0,1,0,1631.174999999999955,54369,14200_75,,1,,,,,1632.458
528087,"62201_72,1520_38,1430_15,13101_5","6220_72,1430_15,1310_5,1520_38","6220*,1430,1310,1520*",4,2,2,0,177.565000000871947,868461,62201_72,1520_38,4,1430_15,13101_5,,,177.701
156414,14200_84,1420_84,"1420",1,0,1,0,103.254999999188598,240454,14200_84,,1,,,,,103.336
172910,22600_25,2260_25,"2260",1,0,1,1,1667.519999999999982,270930,22600_25,,1,,,,,1668.819
355950,"62200_25,53306_12","6220_25,5330_12","6220*,5330",2,1,1,0,808.315000002914871,615404,62200_25,53306_12,2,,,,,808.950
154466,1520_38,1520_38,1520*,1,1,0,0,73.794999999600691,863791,1520_38,,1,,,,,73.852
160572,1520_12,1520_12,1520*,1,1,0,0,296.470000002959239,863812,1520_12,,1,,,,,38.983
26732,"1520_38,13101_10","1520_38,1310_10","1520*,1310",2,1,1,0,130.195000001294545,863891,1520_38,13101_10,2,,,,,130.295
164397,1520_38,1520_38,1520*,1,1,0,0,586.880000003600799,863993,1520_38,,1,,,,,587.330
151514,1520_12,1520_12,1520*,1,1,0,0,510.784999998831154,864139,1520_12,,1,,,,,470.627
24676,"1430_0,92D00_0","92D0_0,1430_0","92D0,1430",2,0,2,0,1902.654999999999973,11292,1430_0,92D00_0,2,,,,,1903.672
210176,40901_25,4090_25,"4090",1,0,1,0,5184.729999999999563,12231,40901_25,,1,,,,,5188.834
182656,31401_100,3140_100,"3140",1,0,1,0,296.850000001830608,13301,31401_100,,1,,,,,297.087
164217,1520_38,1520_38,1520*,1,1,0,0,376.915000001174747,864236,1520_38,,1,,,,,377.205
164571,"1520_38,13101_10","1310_10,1520_38","1310,1520*",2,1,1,0,77.970000001370209,864320,1520_38,13101_10,2,,,,,78.030
160177,"1520_38,13101_10","1520_38,1310_10","1520*,1310",2,1,1,0,117.550000000651934,864271,1520_38,13101_10,2,,,,,117.640
164221,1520_38,1520_38,1520*,1,1,0,0,53.115000000633302,864283,1520_38,,1,,,,,53.156
163335,1520_12,1520_12,1520*,1,1,0,0,181.719999997839949,864326,1520_12,,1,,,,,181.864
785644,"92D00_100,14101_100,1520_38,14201_25","1520_38,1410_100,1420_25,92D0_100","1520*,1410,1420,92D0",4,1,3,0,178.445000001929003,864399,92D00_100,14101_100,4,1520_38,14201_25,,,178.582
164563,"1520_38,13101_10","1310_10,1520_38","1310,1520*",2,1,1,0,84.624999999703149,864457,1520_38,13101_10,2,,,,,84.690
164370,1520_38,1520_38,1520*,1,1,0,0,306.704999996435390,864590,1520_38,,1,,,,,250.607
786052,"92D00_100,3250_20","3250_20,92D0_100","3250,92D0",2,0,2,0,10038.170000000000073,28895,92D00_100,3250_20,2,,,,,9249.399
2088,14200_50,1420_50,"1420",1,0,1,0,182.424999997543637,29430,14200_50,,1,,,,,182.567
164112,1520_38,1520_38,1520*,1,1,0,0,9730.329999999999927,864618,1520_38,,1,,,,,9738.032
164382,1520_38,1520_38,1520*,1,1,0,0,256.039999999259521,864639,1520_38,,1,,,,,256.236
163554,"1520_12,13101_10","1310_10,1520_12","1310,1520*",2,1,1,0,147.154999998693825,864671,1520_12,13101_10,2,,,,,147.269
86252,"62201_72,1520_38,1430_15","6220_72,1520_38,1430_15","6220*,1520*,1430",3,2,1,0,39511.040000000000873,864687,62201_72,1520_38,3,1430_15,,,,39541.253
153922,14200_75,1420_75,"1420",1,0,1,0,12882.745000000000800,35545,14200_75,,1,,,,,12892.747
803375,"92D00_50,3250_5","3250_5,92D0_50","3250,92D0",2,0,2,0,2007.324999989999924,42430,92D00_50,3250_5,2,,,,,2008.408
150476,14200_25,1420_25,"1420",1,0,1,0,469.640000000205532,47692,14200_25,,1,,,,,470.010
141410,"14101_100,13101_25","1410_100,1310_25","1410,1310",2,0,2,0,2193.505000000000109,47225,14101_100,13101_25,2,,,,,2195.232
165106,2120_73,2120_73,"2120",1,0,1,1,3896.900000000000091,48712,2120_73,,1,,,,,317.381
169154,"2230_30,2210_30,14100_20,14200_5","1420_5,2210_30,1410_20,2230_30","1420,2210,1410,2230",4,0,4,2,4597.944999989999815,50058,2230_30,2210_30,4,14100_20,14200_5,,,4601.100
145523,14200_100,1420_100,"1420",1,0,1,0,818.155000006191017,56756,14200_100,,1,,,,,818.793
532696,"62201_72,1520_38,1430_15","1430_15,1520_38,6220_72","1430,1520*,6220*",3,2,1,0,137651.230000000010477,864798,62201_72,1520_38,3,1430_15,,,,137756.418
532714,"62201_72,1520_38,1430_15","1430_15,1520_38,6220_72","1430,1520*,6220*",3,2,1,0,17890.490000000001601,870252,62201_72,1520_38,3,1430_15,,,,16941.267
786140,"92D00_100,2230_70,2210_12","2230_70,2210_12,92D0_100","2230,2210,92D0",3,0,3,2,554.499999999522629,67743,92D00_100,2230_70,3,2210_12,,,,554.880
153542,14200_75,1420_75,"1420",1,0,1,0,188.039999991942892,75565,14200_75,,1,,,,,188.187
168355,2210_12,2210_12,"2210",1,0,1,1,559.124999997124405,75824,2210_12,,1,,,,,559.572
138800,13100_100,1310_100,"1310",1,0,1,0,435.040000000691521,79965,13100_100,,1,,,,,435.377
532760,"62201_72,1520_38,1430_15","1520_38,1430_15,6220_72","1520*,1430,6220*",3,2,1,0,91897.580000000001746,870175,62201_72,1520_38,3,1430_15,,,,6708.221
801567,92D00_75,92D0_75,"92D0",1,0,1,0,942.530000002698443,87160,92D00_75,,1,,,,,943.261
168347,2210_12,2210_12,"2210",1,0,1,1,14706.834999999999127,92669,2210_12,,1,,,,,14718.305
165105,2120_73,2120_73,"2120",1,0,1,1,692.265000005580873,94966,2120_73,,1,,,,,692.806
145740,14200_100,1420_100,"1420",1,0,1,0,5104.289999999999964,102504,14200_100,,1,,,,,5107.784
890,"62201_72,1520_38,15101_25","1510_25,6220_72,1520_38","1510*,6220*,1520*",3,3,0,0,2183566.665000000037253,872816,62201_72,1520_38,3,15101_25,,,,54382.299
153914,14200_75,1420_75,"1420",1,0,1,0,871.854999998955805,151921,14200_75,,1,,,,,872.534
532669,"62201_72,1520_38,1430_15","1430_15,6220_72,1520_38","1430,6220*,1520*",3,2,1,0,94944.339999999996508,868827,62201_72,1520_38,3,1430_15,,,,42981.506
532668,"62201_72,1520_38,1430_15","1520_38,6220_72,1430_15","1520*,6220*,1430",3,2,1,0,32399.750000000000000,865998,62201_72,1520_38,3,1430_15,,,,18391.115
531499,"62201_72,1520_12,13101_5","1520_12,1310_5,6220_72","1520*,1310,6220*",3,2,1,0,176.319999999932435,866021,62201_72,1520_12,3,13101_5,,,,176.455
168332,2210_12,2210_12,"2210",1,0,1,1,183.479999997916707,133836,2210_12,,1,,,,,183.625
17558,14200_75,1420_75,"1420",1,0,1,0,70.579999999729921,135142,14200_75,,1,,,,,70.635
531225,"62201_72,1520_12","6220_72,1520_12","6220*,1520*",2,2,0,0,54551.434999999997672,870305,62201_72,1520_12,2,,,,,54593.559
137546,"1210_65,2230_50","1210_65,2230_50","1210,2230",2,0,2,1,501.394999999388233,139172,1210_65,2230_50,2,,,,,3.374
145723,14200_100,1420_100,"1420",1,0,1,0,13368.620000000000800,145432,14200_100,,1,,,,,13379.094
160161,1430_75,1430_75,"1430",1,0,1,0,533.959999993982478,148716,1430_75,,1,,,,,534.328
532693,"62201_72,1520_38,1430_15","6220_72,1430_15,1520_38","6220*,1430,1520*",3,2,1,0,110527.675000000002910,866091,62201_72,1520_38,3,1430_15,,,,104133.548
153904,14200_75,1420_75,"1420",1,0,1,0,50.174999998597194,155902,14200_75,,1,,,,,50.214
421330,"62201_100,53305_100,52200_25,1520_12","1520_12,5220_25,5330_100,6220_100","1520*,5220*,5330,6220*",4,3,1,0,161004.130000000004657,872121,62201_100,53305_100,4,52200_25,1520_12,,,125454.407
532670,"62201_72,1520_38,1430_15","1430_15,1520_38,6220_72","1430,1520*,6220*",3,2,1,0,48197.529999999998836,869954,62201_72,1520_38,3,1430_15,,,,48234.751
153903,14200_75,1420_75,"1420",1,0,1,0,119.264999997519183,167756,14200_75,,1,,,,,119.358
139899,13101_25,1310_25,"1310",1,0,1,0,1629.589999999999918,168299,13101_25,,1,,,,,1630.849
168580,2230_15,2230_15,"2230",1,0,1,1,2530.155000000000200,168881,2230_15,,1,,,,,2531.487
531966,"62201_72,1520_38","1520_38,6220_72","1520*,6220*",2,2,0,0,1179.509999999999991,867004,62201_72,1520_38,2,,,,,1180.421
152046,14200_50,1420_50,"1420",1,0,1,0,1018.130000010000003,174568,14200_50,,1,,,,,1018.921
150436,14200_25,1420_25,"1420",1,0,1,0,297.255000006336445,183501,14200_25,,1,,,,,297.487
532741,"62201_72,1520_38,1430_15","1430_15,6220_72,1520_38","1430,6220*,1520*",3,2,1,0,41072.230000000003201,870396,62201_72,1520_38,3,1430_15,,,,39938.223
137531,"1210_65,2230_5,2120_5","2120_5,1210_65,2230_5","2120,1210,2230",3,0,3,2,64.030000000469158,191315,1210_65,2230_5,3,2120_5,,,,64.080
532259,"62201_72,1520_38","1520_38,6220_72","1520*,6220*",2,2,0,0,89597.985000000000582,867787,62201_72,1520_38,2,,,,,52389.353
10481,13101_50,1310_50,"1310",1,0,1,0,775.764999998083795,193824,13101_50,,1,,,,,776.362
141535,"14101_100,62201_72,1520_38,15101_25","1520_38,1510_25,1410_100,6220_72","1520*,1510*,1410,6220*",4,3,1,0,126.059999998837014,873768,14101_100,62201_72,4,1520_38,15101_25,,,126.156
86245,"62201_72,1520_38,1430_15","6220_72,1430_15,1520_38","6220*,1430,1520*",3,2,1,0,2429.085000000000036,867864,62201_72,1520_38,3,1430_15,,,,2207.399
532752,"62201_72,1520_38,1430_15","1520_38,6220_72,1430_15","1520*,6220*,1430",3,2,1,0,124681.029999999998836,869660,62201_72,1520_38,3,1430_15,,,,69942.023
168378,2210_25,2210_25,"2210",1,0,1,1,4043.724999990000015,208990,2210_25,,1,,,,,2328.885
156422,14200_84,1420_84,"1420",1,0,1,0,69.120000000258443,210510,14200_84,,1,,,,,69.167
137190,1210_60,1210_60,"1210",1,0,1,0,1395.160000000000082,215169,1210_60,,1,,,,,1396.276
531224,"62201_72,1520_12","6220_72,1520_12","6220*,1520*",2,2,0,0,8052.944999999999709,867923,62201_72,1520_12,2,,,,,8059.150
532895,"62201_72,1520_38,15101_25","1520_38,1510_25,6220_72","1520*,1510*,6220*",3,3,0,0,144431.695000000006985,873833,62201_72,1520_38,3,15101_25,,,,143575.990
145725,14200_100,1420_100,"1420",1,0,1,0,2338.324999999999818,216894,14200_100,,1,,,,,2340.154
532269,"62201_72,1520_38","1520_38,6220_72","1520*,6220*",2,2,0,0,7100.924999990000288,870556,62201_72,1520_38,2,,,,,7106.341
531148,"62201_72,1520_12","1520_12,6220_72","1520*,6220*",2,2,0,0,139.339999999300346,870573,62201_72,1520_12,2,,,,,139.448
137533,"1210_65,2230_5,2120_5","2120_5,1210_65,2230_5","2120,1210,2230",3,0,3,2,1428.230000000000018,222857,1210_65,2230_5,3,2120_5,,,,1429.352
168399,2210_55,2210_55,"2210",1,0,1,1,2523.059999999999945,224250,2210_55,,1,,,,,2525.020
136347,14101_100,1410_100,"1410",1,0,1,0,80.185000002387682,224265,14101_100,,1,,,,,80.229
786060,"92D00_100,3250_20","92D0_100,3250_20","92D0,3250",2,0,2,0,567.029999999182792,225644,92D00_100,3250_20,2,,,,,567.418
776335,92D00_100,92D0_100,"92D0",1,0,1,0,1310.440000000000055,227880,92D00_100,,1,,,,,1311.471
532253,"62201_72,1520_38","1520_38,6220_72","1520*,6220*",2,2,0,0,13188.569999999999709,871345,62201_72,1520_38,2,,,,,13198.663
137548,"1210_65,2230_50","1210_65,2230_50","1210,2230",2,0,2,1,784.114999991899367,232195,1210_65,2230_50,2,,,,,784.732
153917,14200_75,1420_75,"1420",1,0,1,0,372.525000000750822,235042,14200_75,,1,,,,,372.814
532694,"62201_72,1520_38,1430_15","1430_15,6220_72,1520_38","1430,6220*,1520*",3,2,1,0,15252.190000000000509,866321,62201_72,1520_38,3,1430_15,,,,15263.830
153907,14200_75,1420_75,"1420",1,0,1,0,3155.394999999999982,241671,14200_75,,1,,,,,3157.852
532698,"62201_72,1520_38,1430_15","1430_15,1520_38,6220_72","1430,1520*,6220*",3,2,1,0,7681.735000009999567,866274,62201_72,1520_38,3,1430_15,,,,7687.601
168395,2210_55,2210_55,"2210",1,0,1,1,411.085000000426021,242724,2210_55,,1,,,,,411.404
168401,2210_55,2210_55,"2210",1,0,1,1,1304.085000000000036,243387,2210_55,,1,,,,,1305.098
168334,2210_12,2210_12,"2210",1,0,1,1,878.789999989882290,245026,2210_12,,1,,,,,879.480
532385,"62201_72,1520_38,13101_5","1520_38,1310_5,6220_72","1520*,1310,6220*",3,2,1,0,153.755000001901067,866151,62201_72,1520_38,3,13101_5,,,,153.873
85023,"62201_72,1430_15,1520_12","1430_15,6220_72,1520_12","1430,6220*,1520*",3,2,1,0,64.465000000348084,866167,62201_72,1430_15,3,1520_12,,,,64.515
531175,"62201_72,1520_12","1520_12,6220_72","1520*,6220*",2,2,0,0,20563.659999999999854,866174,62201_72,1520_12,2,,,,,20579.432
168408,"2210_55,14200_1","1420_1,2210_55","1420,2210",2,0,2,1,2866.885000000000218,257863,2210_55,14200_1,2,,,,,2869.112
145714,14200_100,1420_100,"1420",1,0,1,0,569.404999998519202,256111,14200_100,,1,,,,,569.848
